,Customer Name,Date,Ratings,Review Title,Review,Sentiment_Score,index,Review_Time,Month,Year
452,Pooja Devlekar,Reviewed in India on 26 October 2019,5.0 out of 5 stars,Yoga bar 👌🏻,  Worth it better than other products in market go with yoga bar it has original taste,pos,453,2019-10-26,10,2019
453,Shiv Shankar Ash,Reviewed in India on 25 October 2019,5.0 out of 5 stars,Awesome,  Awesome,pos,454,2019-10-25,10,2019
454,Arihant Pandey,Reviewed in India on 25 October 2019,5.0 out of 5 stars,Nice,  Good taste,neu,455,2019-10-25,10,2019
455,Avinash,Reviewed in India on 22 October 2019,5.0 out of 5 stars,Healthy product.,"  The product is very healthy and aspharagus(muesli)present in the product is high in fibres,iron.",neu,456,2019-10-22,10,2019
456,Wafa,Reviewed in India on 22 October 2019,5.0 out of 5 stars,Yum yum,  Yumyyyyy,neu,457,2019-10-22,10,2019
457,muskan garg,Reviewed in India on 21 October 2019,4.0 out of 5 stars,"OPEN your package first, check all your contents and then only give money to the delivery guy.",  Good product.,neu,458,2019-10-21,10,2019
458,Amazon Customer,Reviewed in India on 20 October 2019,5.0 out of 5 stars,Good for health,  Awesome,pos,459,2019-10-20,10,2019
459,Sakshi verma,Reviewed in India on 20 October 2019,5.0 out of 5 stars,Very helpful for our helarh,  Healthy food,neu,460,2019-10-20,10,2019
460,Carl Mistry,Reviewed in India on 19 October 2019,4.0 out of 5 stars,The best,  I just loved it,pos,461,2019-10-19,10,2019
461,Samrat,Reviewed in India on 19 October 2019,5.0 out of 5 stars,the best,"  It is the best muesli I have tasted n smelled...when u just open the pack n the smell u get,its  God level....healthy...",pos,462,2019-10-19,10,2019
462,Nilu mishra,Reviewed in India on 19 October 2019,5.0 out of 5 stars,Loved it ❤️ will buy again,  Good quantity of dry fruitsNice tasteMe and my mom Loved it ❤️Can use as a cruncy snack as itselfUse as overnight oats and chia preparationBreakfast tastes like a pudding 😋👌😍😍,pos,463,2019-10-19,10,2019
463,Siddharth,Reviewed in India on 19 October 2019,4.0 out of 5 stars,Good One,  Can Be Purchased,neu,464,2019-10-19,10,2019
464,Pooja Devlekar,Reviewed in India on 19 October 2019,5.0 out of 5 stars,Good product.,  Love the taste.,pos,465,2019-10-19,10,2019
465,Shiv Shankar Ash,Reviewed in India on 18 October 2019,5.0 out of 5 stars,Yummy 😋,"  So tasty, super healthy!!",pos,466,2019-10-18,10,2019
466,Amazon Customer,Reviewed in India on 18 October 2019,4.0 out of 5 stars,Purchased at 195 /-  value for money. 250 is high.,  Purchased at 195 /-  value for money.250 is high.,neu,467,2019-10-18,10,2019
467,Amazon Customer,Reviewed in India on 18 October 2019,5.0 out of 5 stars,Best,  It is best among all ...that's it. Hope in future they will maintain quality,pos,468,2019-10-18,10,2019
468,Mubarak,Reviewed in India on 18 October 2019,1.0 out of 5 stars,Shocking,"  Terrible product. The flaxseeds taste burnt and ruins the whole flavour. Can't believe I haven't read a review which covers this point.Are all the reviews I read, paid reviews?",neg,469,2019-10-18,10,2019
469,Tushar Poojari,Reviewed in India on 18 October 2019,5.0 out of 5 stars,Best ever muesli..,  😋😋😋This muesli is best in class and quality...1st time I had this kind of muesli...I m loving it..😋😋😋😛😛,pos,470,2019-10-18,10,2019
470,Rajinder S.,Reviewed in India on 17 October 2019,5.0 out of 5 stars,Tasty healthy treat,  Tasty. Healthy. Children love chocolate flavour.,pos,471,2019-10-17,10,2019
471,ALFIN DAVIS,Reviewed in India on 16 October 2019,5.0 out of 5 stars,Amazing taste,  Wonderful,pos,472,2019-10-16,10,2019
472,Suresh P.,Reviewed in India on 15 October 2019,5.0 out of 5 stars,Great cereal,  Good cereal along with lots of seeds,neu,473,2019-10-15,10,2019
473,amanpreet,Reviewed in India on 15 October 2019,5.0 out of 5 stars,Healthy and tastes great,  It’s yummy my kids enjoy it.,pos,474,2019-10-15,10,2019
474,Sujeet,Reviewed in India on 13 October 2019,4.0 out of 5 stars,Healthy👍,"  I ordered fruit, nut & seed, got chocolate flavor instead. Like that too , so not complaining much. But avoidable mistake. And the order came quick in 2 days, Thanks for the effort.",neu,475,2019-10-13,10,2019
475,Hasita,Reviewed in India on 11 October 2019,5.0 out of 5 stars,Good,  Very good. Value for money,pos,476,2019-10-11,10,2019
476,Pooja Devlekar,Reviewed in India on 11 October 2019,5.0 out of 5 stars,Good and worth the money 👍 ❤️,"  Received the product on time thanks Amazon 😘The packaging was good and no spillage at all 😁Abt the product =it is superb and delicious..This is my third order of yogabar muesli.. Its is full of seeds, flax, dry fruits..So tempting that i consume it raw without adding milk 😂😂..Good for weightloss..Good for breakfast..Shall be recommended 👌👌..P.s. The pic in the attachment 👆👆",pos,477,2019-10-11,10,2019
477,Shiv Shankar Ash,Reviewed in India on 11 October 2019,2.0 out of 5 stars,Nice,  Not so tasty but is healthy offcourse,pos,478,2019-10-11,10,2019
478,Renuka,Reviewed in India on 11 October 2019,1.0 out of 5 stars,Bad,  Dey v smelling v bad,neg,479,2019-10-11,10,2019
479,Christeena,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Healthy,  Good one,neu,480,2019-10-10,10,2019
480,ASOKAN G,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Good,  Nice,neu,481,2019-10-10,10,2019
481,Bobby Singh,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Very good cereal,  Healthy and tasty cereal,neu,482,2019-10-10,10,2019
482,M Grover,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Tasty!!!,  Good at taste.,neu,483,2019-10-10,10,2019
483,priyu ,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Superb,  Healthy plus tasty worth it,pos,484,2019-10-10,10,2019
484,Altab ali,Reviewed in India on 9 October 2019,5.0 out of 5 stars,Good,  Good,neu,485,2019-10-09,10,2019
485,Jabbar,Reviewed in India on 9 October 2019,2.0 out of 5 stars,Not up to the mark,"  Not up to the mark, it taste like normal flakes nothing special",neu,486,2019-10-09,10,2019
486,Pavan K.,Reviewed in India on 9 October 2019,1.0 out of 5 stars,"Very sweettaste,and untolerable synthetic smell.",  I am finding someone to help me to finish the packet. This might have corn syrup mixed. extremely sweet by taste and a scent. Its really hard to finish the packet by me.,pos,487,2019-10-09,10,2019
487,HHR,Reviewed in India on 8 October 2019,5.0 out of 5 stars,Good,  Nice taste,neu,488,2019-10-08,10,2019
488,Pooja Devlekar,Reviewed in India on 8 October 2019,5.0 out of 5 stars,Nice one.,  Very good taste.,neu,489,2019-10-08,10,2019
489,Shiv Shankar Ash,Reviewed in India on 8 October 2019,5.0 out of 5 stars,Nice product.,  The product is as expected.,neu,490,2019-10-08,10,2019
490,Jubair Alam Sarkar,Reviewed in India on 8 October 2019,4.0 out of 5 stars,👍,  Tasty,neu,491,2019-10-08,10,2019
491,Anita ,Reviewed in India on 7 October 2019,5.0 out of 5 stars,Worth it!!,  Definitely buying it again.. lots of seeds and berries in it.. liked the taste. .,pos,492,2019-10-07,10,2019
492,tabish ahmed,Reviewed in India on 7 October 2019,4.0 out of 5 stars,Good,"  Product is very good, but price is little higher than other products",neu,493,2019-10-07,10,2019
493,Lavesh Dixit,Reviewed in India on 7 October 2019,4.0 out of 5 stars,Value for money,  Value for money related to market. If price hike happens better available,pos,494,2019-10-07,10,2019
494,Amazon Customer,Reviewed in India on 7 October 2019,5.0 out of 5 stars,Lovely day start,  First time eaten... good test,neu,495,2019-10-07,10,2019
495,ganesh,Reviewed in India on 7 October 2019,5.0 out of 5 stars,Great product,  Good product..worth buying,neu,496,2019-10-07,10,2019
496,M. Viji,Reviewed in India on 7 October 2019,5.0 out of 5 stars,Awesome,  Nice,neu,497,2019-10-07,10,2019
497,Bagrrys India Limited,Reviewed in India on 6 October 2019,4.0 out of 5 stars,Best Muesli for me,  Go for it,neu,498,2019-10-06,10,2019
498,Honey,Reviewed in India on 6 October 2019,5.0 out of 5 stars,Great taste and good for health.,"  Tastes fresh, natural, no added syrupy sugarContains all necessary ingredients especially for a great breakfast(most important meal of the day)raisins, dates, oats, various type of seeds etc. makes the meal more rich fiber and deliciousscent-flavors, it's just awesome, just after opening the packet you will be in love with these muesli's-available at pocket-friendly pricing.Very good as they don't contain any sugar.",pos,499,2019-10-06,10,2019
499,Mohit Patel,Reviewed in India on 6 October 2019,2.0 out of 5 stars,Not satisfactory,  Taste and flavour,neu,500,2019-10-06,10,2019
500,Pooja Devlekar,Reviewed in India on 6 October 2019,4.0 out of 5 stars,Good,  Good,neu,501,2019-10-06,10,2019
501,Shiv Shankar Ash,Reviewed in India on 6 October 2019,5.0 out of 5 stars,Good,  Nyc and healthy,neu,502,2019-10-06,10,2019
502,Anushka Sharma ,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Healthy breakfast,  An amazing product to start your day.Healthy and nutritious breakfast for the day.I have always loved muesli and i have tried a lot of flavors and this one is one of the best👌🏻 A must buy product.,pos,503,2019-10-05,10,2019
503,Mamoni talukdar,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Worth buying😍m in love with dis,  Awsum product....tasty and value for money....never tasted cereals like this,pos,504,2019-10-05,10,2019
504,Vidya Seenivasagan,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Food of the gods!,"  Not to be dramatic but yeah, this smells and tastes nothing short of heavenly🧡🌷✨",pos,505,2019-10-05,10,2019
505,GJM ,Reviewed in India on 5 October 2019,4.0 out of 5 stars,Well price pack,  Well price pack,neu,506,2019-10-05,10,2019
506,Bharathi G,Reviewed in India on 5 October 2019,1.0 out of 5 stars,Not good,"  Very bad quality and also packing not good,",neg,507,2019-10-05,10,2019
507,Amazon Customer,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Awesome !!,"  Absolutely loved this and a big thanks to yogabar for giving such wholegrain breakfast muesli, fruits and nuts mixed. Being a gym freak it is a perfect Meal Replacement for me as it is high in protein and fibres ,I am fully satisfied with my purchase and recommend it to all the gym freaks..",pos,508,2019-10-05,10,2019
508,Rahul Sharma ,Reviewed in India on 5 October 2019,4.0 out of 5 stars,Yummy breakfast option,  Proper mix of ingredients. Delicious with warm milk - crunchy & full of flavour.,pos,509,2019-10-05,10,2019
509,Sanjib G.,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Like it,  Good one,neu,510,2019-10-05,10,2019
510,Prakash Nema,Reviewed in India on 4 October 2019,5.0 out of 5 stars,Good product,  Good,neu,511,2019-10-04,10,2019
511,prabhat das,Reviewed in India on 3 October 2019,5.0 out of 5 stars,Must give it a try,"  I really want to applaud the ppl at yogabar who come up with such great combinations, the perfect taste, they have mastered the art of what will taste the best with what. I’m so happy with all the ingredients and how they complement each other and taste great with milk/yoghurt! Best buy!",pos,512,2019-10-03,10,2019
512,Pooja Devlekar,Reviewed in India on 3 October 2019,5.0 out of 5 stars,Go for it! Yummy and healthy,  Awesome delivery by Amazon. And museli is yummy and it has all the contents as promised. Anyone who's looking for a healthy and yummy museli. Go for it. You won't be disappointed.,pos,513,2019-10-03,10,2019
513,Shiv Shankar Ash,Reviewed in India on 3 October 2019,5.0 out of 5 stars,Breakfast sorted,  If you like slightly tangy and sweet bits of fruits in your breakfast cereals this one is definitely for you. Though I like the chocolate flavor more than this one but it's actually better in terms of the ingredients and their health benefits. It has pieces of dried fruits making it a healthy breakfast option.  I think this would make a delicious topping on yogurt.,pos,514,2019-10-03,10,2019
514,Dali,Reviewed in India on 2 October 2019,5.0 out of 5 stars,quality,"  yoga bar fruits +nuts & seeds is a yummy, tasty and nutritious breakfast to the whole family. its flavor is superb, which is high in protein and fibre. it is good combination healthy and energetic whole grains in it.its value for money.... i would recomand to buy without second thought.",pos,515,2019-10-02,10,2019
515,Amazon Customer,Reviewed in India on 2 October 2019,5.0 out of 5 stars,Yogabar wholegrain breakfast,  This is very tasty. Very good product and better than other brand. Quality is geninune..recommended,pos,516,2019-10-02,10,2019
516,A K,Reviewed in India on 2 October 2019,5.0 out of 5 stars,Healthy breakfast 👌,"  Good content, has many seeds and full of nutritional values. Also good value for money. But taste is ok but that's always the case with healthy items 😉😋",pos,517,2019-10-02,10,2019
517,Kritika,Reviewed in India on 1 October 2019,4.0 out of 5 stars,Yoga musseli  healthy prodct,  Healthy  nd worthy prodct,pos,518,2019-10-01,10,2019
518,Bratati,Reviewed in India on 1 October 2019,5.0 out of 5 stars,Good purchase,  Definitely a good buy.,pos,519,2019-10-01,10,2019
519,Amazon Customer,Reviewed in India on 30 September 2019,3.0 out of 5 stars,Boxes were all torn up,   The box was all torn up and I'm afraid it would be all mashed up inside ingredients,neu,520,2019-09-30,9,2019
520,Joshua,Reviewed in India on 30 September 2019,5.0 out of 5 stars,Crunchy Munchy and tasty,"  Got it a few days back and I was surprised with the taste and texture of the product. It's way better than any other brand. I could literally see the ingredients like strawberry, raisins etc. I could feel the crunchiness of the nuts and other items in the Muesli. Strawberry tastes awesome with milk and drops of honey.",pos,521,2019-09-30,9,2019
521,shikha,Reviewed in India on 30 September 2019,5.0 out of 5 stars,Right combination of ingredients and healthy too!,  Its a perfect combination for all those who dislike the bland oatmeal diet..,neu,522,2019-09-30,9,2019
522,The True Reviewer,Reviewed in India on 29 September 2019,5.0 out of 5 stars,Tasty and healthy,"  I used to be always in hurry in morning and skip my breakfast. It's healthier than cornflakes, no need of cooking and tastes better than other museli available in market.",neu,523,2019-09-29,9,2019
523,Niket Honnalli,Reviewed in India on 28 September 2019,5.0 out of 5 stars,LOVED IT!!!,"  This is my first ever trying a healthy product such as muesli and I'm shook!!! The taste is amazing. I love the mixture as it contains a variety of seeds, nuts and dried fruits 😌I've heard a lot about flax and chia seeds, can definitely see why! I've switched my breakfast with this muesli and this is probably the best decision I've taken for my body in a while. 🙌🏼I like to have it with honey, fresh berries or bananas and some milk!!! It's quite fulfilling and provides the right amount of energy to Kickstart my day. 🙌🏼😌Yoga bar muesli has changed the game for me, can't wait to try other flavours!! 😋😋😋",pos,524,2019-09-28,9,2019
524,Pooja Devlekar,Reviewed in India on 28 September 2019,5.0 out of 5 stars,But satisfied,  Product changed,neu,525,2019-09-28,9,2019
525,Shiv Shankar Ash,Reviewed in India on 27 September 2019,5.0 out of 5 stars,Super tasty and healthy.,"  This is the first time I had muesli and I am in love with it. It's very healthy and tastes amazing, no need to add extra sugar in the milk. The fruits in it tastes amazing. It keeps me full for a long time. It's a perfect breakfast and super healthy.",pos,526,2019-09-27,9,2019
526,sunita ghosh,Reviewed in India on 26 September 2019,5.0 out of 5 stars,Try it,  Absolutely rocking,neu,527,2019-09-26,9,2019
527,Sanjeev Suri,Reviewed in India on 25 September 2019,1.0 out of 5 stars,Bad Smell,  Very bad taste and smell.,neg,528,2019-09-25,9,2019
528,Diksha Varshney,Reviewed in India on 25 September 2019,5.0 out of 5 stars,Yummy,  This muesli taste even better then few mueslis of Switzerland,neu,529,2019-09-25,9,2019
529,Neha Sharma,Reviewed in India on 24 September 2019,1.0 out of 5 stars,Cheating customers,"  Quality of product has deteriorated badly. The two boxes I purchased got ""burnt grains"". Also some of the seeds float when milk is put, meaning the company is now using expired items. Even the rasins are put like lump of balls...Only thing that is good is the packing... not the actual product.Anyway, this company planned that they will initially gain customer confidence, get good rating and later give 3rd class product.Very disappointing...",pos,530,2019-09-24,9,2019
530,aritreyee datta,Reviewed in India on 24 September 2019,5.0 out of 5 stars,Yummy 😋,"  Product is superb, but price is little high.. Flavor 👍💯",neu,531,2019-09-24,9,2019
531,rohit,Reviewed in India on 22 September 2019,5.0 out of 5 stars,Yogabar is for all.,  Product is awesome tasty and palatable.,pos,532,2019-09-22,9,2019
532,gsmarts,Reviewed in India on 22 September 2019,5.0 out of 5 stars,I recommend it,"  Very good item, I like it",pos,533,2019-09-22,9,2019
533,Sachin,Reviewed in India on 22 September 2019,5.0 out of 5 stars,#1. YUMMY AND HEALTHY,"  This is really the best muesli to have with good chunks of nuts, seeds, and dry fruits making it absolutely delicious along with oats and wheat.So, it's must try for a high fibre and protein intake diet",pos,534,2019-09-22,9,2019
534,M.Ashraf Khan,Reviewed in India on 22 September 2019,5.0 out of 5 stars,Very Good product.,"  The overall product is very good, ingredients, taste, healthy",pos,535,2019-09-22,9,2019
535,Aditya kumar Singh,Reviewed in India on 21 September 2019,4.0 out of 5 stars,Too much smell of strawberry...otherwise okay.,  The dried strawberry tasted nasty.Also there was too much strawberry smell in the pack.I think they have added artifical strawberry flavour.,neu,536,2019-09-21,9,2019
536,Pooja Devlekar,Reviewed in India on 21 September 2019,1.0 out of 5 stars,Gives rashes and boils in body,  My sister bouGht this it doesn't delivered with the box after eating this she got rashes and boils in her body don't buy this product,neu,537,2019-09-21,9,2019
537,Shiv Shankar Ash,Reviewed in India on 21 September 2019,2.0 out of 5 stars,"Too sweet, that ruins the taste",  Bought this product after great reviews. But I did not like it much. It has a weird sweetness that ruins the whole taste. Maybe it's from berries. Rest the ingredients are a good mix. Can try if you don't mind your museli to be sweet.,pos,538,2019-09-21,9,2019
538,Varsha ,Reviewed in India on 20 September 2019,5.0 out of 5 stars,One of the best,"  The quality and quantity at this price is unmatchable, compaire to well established brands of Museli.This is our second order and we are very satisfied with the product",pos,539,2019-09-20,9,2019
539,alby alex george,Reviewed in India on 19 September 2019,5.0 out of 5 stars,Bestest of the best,  The Best muesli you can ever have!! It tastes yumm.. And you can stop falling in love with that flavor of cranberries  and nuts... The proportion of nuts:oats was perfectly balanced and it would be a great start for your day,pos,540,2019-09-19,9,2019
540,Mahir I.U.,Reviewed in India on 18 September 2019,5.0 out of 5 stars,Tastiet  healthy breakfast  substitute,  Superrrr dupper taste...  I ordered  it for a try and I think  m not  going  to  Change it.... Ordering  a big packet..... It's really  yumm... Please  try have all the nuts  ND seeds awsmmm loved  it,pos,541,2019-09-18,9,2019
541,Swatantra kumar,Reviewed in India on 18 September 2019,3.0 out of 5 stars,Nice,  I liked chocolate one it was just okay okay,pos,542,2019-09-18,9,2019
542,Saloni verma,Reviewed in India on 17 September 2019,5.0 out of 5 stars,good,  very crispy snacks,neu,543,2019-09-17,9,2019
543,Sneha ghosh,Reviewed in India on 17 September 2019,5.0 out of 5 stars,Tasty,  Its super tasty and yummy 😋😋😋😋,pos,544,2019-09-17,9,2019
544,Sanju,Reviewed in India on 16 September 2019,4.0 out of 5 stars,Yummy healthy snack,  It’s really yummy & healthy with bits of cranberry & dried fruits in it. Tastes yummy & no sugar added I think. It tastes natural with bits of natural dried sweet fruits. Love it.,pos,545,2019-09-16,9,2019
545,Ravi D,Reviewed in India on 16 September 2019,3.0 out of 5 stars,Good,  Okay,neu,546,2019-09-16,9,2019
546,John,Reviewed in India on 13 September 2019,4.0 out of 5 stars,Good test,  God,neu,547,2019-09-13,9,2019
547,Masih,Reviewed in India on 11 September 2019,5.0 out of 5 stars,Tasty,  Tasty,neu,548,2019-09-11,9,2019
548,Pooja Devlekar,Reviewed in India on 10 September 2019,3.0 out of 5 stars,just okay,"  it is just okay, just another of these with high price tag and nothing great inside..",neu,549,2019-09-10,9,2019
549,Shiv Shankar Ash,Reviewed in India on 10 September 2019,5.0 out of 5 stars,Good healthy snack for a change,"  Healthy morning breakfast. good ingredients can be taken any time you feel hungry, better than having junk.",pos,550,2019-09-10,9,2019
550,Maitreyee,Reviewed in India on 10 September 2019,5.0 out of 5 stars,Tasty food for healthy tummy,  Very good taste and with full of healthy ingredients. Love it,pos,551,2019-09-10,9,2019
551,Yogi,Reviewed in India on 10 September 2019,5.0 out of 5 stars,Yogabar wholegrain .....,  I love this product because it contains many things,pos,552,2019-09-10,9,2019
552,Deepak maharana,Reviewed in India on 8 September 2019,5.0 out of 5 stars,Great product,  Slightly pricey but the taste is insanely good. Found it to better than most breakfast cereals.,pos,553,2019-09-08,9,2019
553,Suresh,Reviewed in India on 7 September 2019,5.0 out of 5 stars,superb,  awesome in taste... must try at least ones,pos,554,2019-09-07,9,2019
554,Aryan Dev,Reviewed in India on 6 September 2019,5.0 out of 5 stars,Great taste. Value for money.,"  This is the best muesli you can find in the market, and believe me, I tried many. Not sticky, very little sweetener in it, no sugar, no gluten... and tastes great.I don't like though that the product comes inside a big cardboard box. They could sell only with the bag and save lots of trees. It also takes too much space so I always throw the box and keep the muesli in the resealable bag.",pos,555,2019-09-06,9,2019
555,Priyankar,Reviewed in India on 6 September 2019,1.0 out of 5 stars,"Its gone bad , dry fruits in it got bad and have some bugs attached to them",  The worst dry fruits have gone bad and have lot of bugs or insects i dont know so disappointing.,neg,556,2019-09-06,9,2019
556,Amazon Customer,Reviewed in India on 6 September 2019,4.0 out of 5 stars,Good,  Good,neu,557,2019-09-06,9,2019
557,priya vijayvargiya,Reviewed in India on 6 September 2019,5.0 out of 5 stars,GOOD,  GOOD,neu,558,2019-09-06,9,2019
558,kush,Reviewed in India on 6 September 2019,5.0 out of 5 stars,Good,  Healthy and lit breakfast for morning enjoying the breakfast,pos,559,2019-09-06,9,2019
559,P. Dutt,Reviewed in India on 5 September 2019,5.0 out of 5 stars,Good taste,  Thank you yoga bar for this amazing musli,pos,560,2019-09-05,9,2019
560,Pooja Devlekar,Reviewed in India on 5 September 2019,5.0 out of 5 stars,Awesome,  Good try,neu,561,2019-09-05,9,2019
561,Shiv Shankar Ash,Reviewed in India on 5 September 2019,5.0 out of 5 stars,Best breakfast option,  I love it and would love to continue it changeing with regular  breakfast .i have only complain with amzone why did u dnt deliver the package prpoerly,pos,562,2019-09-05,9,2019
562,rahul,Reviewed in India on 5 September 2019,4.0 out of 5 stars,Healthy diet.!!,  Nice healthy one.Taste should be improved,pos,563,2019-09-05,9,2019
563,Jyoti Singh,Reviewed in India on 5 September 2019,4.0 out of 5 stars,Good,"  Flavour.... GoodPresentation.... GoodV. for Money...  Price  bit on the high side, compared to other popular brands.",neu,564,2019-09-05,9,2019
564,baljinder kaur,Reviewed in India on 2 September 2019,5.0 out of 5 stars,Good,  Can go for it....good one,neu,565,2019-09-02,9,2019
565,deepak kumar singh,Reviewed in India on 2 September 2019,4.0 out of 5 stars,Good tasty product - little pricey,  Its nice and crunchy with no additives.  A little pricey,neu,566,2019-09-02,9,2019
566,Krishnendu Mistry,Reviewed in India on 2 September 2019,3.0 out of 5 stars,04-Oct,  Tried it for the first time todayFeeling disappointedHave everything they said but still didn’t like it,pos,567,2019-09-02,9,2019
567,Gopendra,Reviewed in India on 1 September 2019,3.0 out of 5 stars,Never judge a product from its description.,  Not up to expectations. Still a good product.,neu,568,2019-09-01,9,2019
568,MOHAMMAD SAIFULLAH,Reviewed in India on 1 September 2019,5.0 out of 5 stars,Perfect breakfast,  Healthy and contains no added sugars. Perfect for weight watchers.,pos,569,2019-09-01,9,2019
569,Pinki singh,Reviewed in India on 31 August 2019,5.0 out of 5 stars,Great product,"  Great product,,,, fully satisfied,,,,,And got it within 48hr ,,,,",pos,570,2019-08-31,8,2019
570,Amazon Customer,Reviewed in India on 30 August 2019,5.0 out of 5 stars,Really good.,  Good for health.,neu,571,2019-08-30,8,2019
571,Jayanthi,Reviewed in India on 29 August 2019,1.0 out of 5 stars,Chia  and flax seeds burnt... awful and no return,"  I am a huge fan of yoga bear whole grain until i have received a package from Amazon, the flax seeds and the chia seeds are burnt, the pumpkin seeds and the oats are roasted more than required, they have become brown, the entire taste of the muesli has changed, the sweetness of the berries has become less, the amount of raisins have gone down, the size of the flat brown rice has become small I seriously don't understand how can a reputed and highly sold muesli not have consistency maintained. Very disappointed, now scared to order online as there is no return.",neu,572,2019-08-29,8,2019
572,Pooja Devlekar,Reviewed in India on 29 August 2019,5.0 out of 5 stars,Amazing,  This is very good for breakfast. Tastes really good.,pos,573,2019-08-29,8,2019
573,Shiv Shankar Ash,Reviewed in India on 27 August 2019,3.0 out of 5 stars,Ok,  Ok,neu,574,2019-08-27,8,2019
574,Amazon Customer,Reviewed in India on 27 August 2019,5.0 out of 5 stars,Love this Muesli,  It's full of seeds.. dry fruits. It's a healthy food.,neu,575,2019-08-27,8,2019
575,MTR,Reviewed in India on 27 August 2019,5.0 out of 5 stars,Good,  Fresh and healthy,pos,576,2019-08-27,8,2019
576,K.Nikitha,Reviewed in India on 26 August 2019,5.0 out of 5 stars,Thanks,  Good,neu,577,2019-08-26,8,2019
577,neha123,Reviewed in India on 26 August 2019,4.0 out of 5 stars,Best option among available miseli in market,  Healthier as contain oats and brown rice and seeds.,neu,578,2019-08-26,8,2019
578,BVR,Reviewed in India on 25 August 2019,1.0 out of 5 stars,not healthy but full of fake candies,  not healthy but full of fake candies,neg,579,2019-08-25,8,2019
579,Suchi,Reviewed in India on 25 August 2019,5.0 out of 5 stars,Good breakfast replacement,  Very good breakfast replacement and easy to make.,pos,580,2019-08-25,8,2019
580,Vijuraj,Reviewed in India on 25 August 2019,5.0 out of 5 stars,Healthy option,  This product has the right balance of seeds and dried fruits.,neu,581,2019-08-25,8,2019
581,Priya,Reviewed in India on 24 August 2019,5.0 out of 5 stars,Tasty and healthy,  For morning breakfast its good..,neu,582,2019-08-24,8,2019
582,SHREYA MEHROTRA,Reviewed in India on 24 August 2019,5.0 out of 5 stars,Good product.,  Very healthy and  Good product. Much better than other similar products in the market. I’m hopeful that no artificial agent is added  Yogabar please be responsible and make healthy products for generations to come.thank you.,pos,583,2019-08-24,8,2019
583,Rahul Makhasana,Reviewed in India on 23 August 2019,1.0 out of 5 stars,Bad test,  Not  fresh in test,neu,584,2019-08-23,8,2019
584,Pooja Devlekar,Reviewed in India on 23 August 2019,5.0 out of 5 stars,A wholesome and healthy gluten free breakfast option,"  It's a very good option for the calorie and health conscious and gluten sensitive individuals. It has rolled oat, rice flakes, dried fruit pieces, raisins, dried cranberries, chia seeds and flax seed. It's mildly sweet in taste ( just the right amount), crunchy and good to go with cold milk or curd. I also munch on it as an evening snack though! A wholesome breakfast option. Keeps you feeling full for a long time. My personal favourite!!",pos,585,2019-08-23,8,2019
585,Shiv Shankar Ash,Reviewed in India on 23 August 2019,5.0 out of 5 stars,Quick and Healthy breakfast,  This is second flavour i am trying and i am really impressed by the taste and quality of museli...feels really tasty and healthy with all cereals and fruits...there is abundant dry fruit content...more than really i expected... really a good product for a quick and healthy breakfast or snack.,pos,586,2019-08-23,8,2019
586,Jane,Reviewed in India on 23 August 2019,5.0 out of 5 stars,healthy food really,  Nice,neu,587,2019-08-23,8,2019
587,Shilpa,Reviewed in India on 22 August 2019,5.0 out of 5 stars,Everyone in my family loves it,"  This is the best muesli you can get in India, I have tried various brands. This is the only one which my whole family liked.",pos,588,2019-08-22,8,2019
588,MANOJ,Reviewed in India on 22 August 2019,4.0 out of 5 stars,good combination and taste,  good product,neu,589,2019-08-22,8,2019
589,Nick ,Reviewed in India on 21 August 2019,4.0 out of 5 stars,Good taste,  it has great taste,pos,590,2019-08-21,8,2019
590,VARUN AGGARWAL,Reviewed in India on 20 August 2019,5.0 out of 5 stars,Awesome!!,  Best buy on Amazon. .a great product to Kickstart my mornings . .anytime snack. .with all the necessary seeds and nuts a great combination.  .not a boring museli can have it with milk and a dash of Greek yogurt with some fresh chopped fruits . And your yummy brekkie is ready!,pos,591,2019-08-20,8,2019
591,Ravi Chandra S,Reviewed in India on 20 August 2019,5.0 out of 5 stars,Daily b/f alternative,  Quiet good and tasty breakfast meal.I'm not Dr. To speak about the health consciousness. But it's a good alternative b/f.,pos,592,2019-08-20,8,2019
592,yellow,Reviewed in India on 20 August 2019,4.0 out of 5 stars,Good,"  Received the product safely without damage. Product was fresh according to pkd date. I use it to slightly flavor my oatmeal in morning as it contains sugar in indirect forms like date oil, rice barn oil. So weight loss targeting people must limit this as it'll definitely spike insulin. Keep your sugar intake within 30g/day. Press the helpful button.",pos,593,2019-08-20,8,2019
593,ronald,Reviewed in India on 20 August 2019,5.0 out of 5 stars,Best cereal with zero Processed Sugar,  This is something I really wanted well packed and not expired.,neu,594,2019-08-20,8,2019
