S.No.,Customer Name,Date,Ratings,Review Title,Review,Review_Time,Month,Year,index,Ratingsint,Word_Length,Character_Length,,Helpful Votes,test ,
440,Pooja Devlekar,Reviewed in India on 29 October 2019,5.0 out of 5 stars,Expensive,  Quality product but expensive.,29-10-19,October,2019,441,5,4,32,,          Helpful,0.00E+00,
441,Shiv Shankar Ash,Reviewed in India on 29 October 2019,5.0 out of 5 stars,Best for breakfast,  Good and healthy product,29-10-19,October,2019,442,5,4,26,,          Helpful,0.00E+00,
442,deepz,Reviewed in India on 29 October 2019,5.0 out of 5 stars,Perfect morning breakfast,  Great,29-10-19,October,2019,443,5,1,7,,          Helpful,0.00E+00,
443,Swastika nagpal,Reviewed in India on 29 October 2019,5.0 out of 5 stars,😍🥰,  Juyst loved it,29-10-19,October,2019,444,5,3,16,,          Helpful,0.00E+00,
444,Swetha Gollapilli,Reviewed in India on 28 October 2019,4.0 out of 5 stars,Yoga mix,  Like the product but quantity don't qualify for price. More canberry needed,28-10-19,October,2019,445,4,12,77,,          Helpful,0.00E+00,
445,Reetu,Reviewed in India on 28 October 2019,1.0 out of 5 stars,Artificial taste,  Artificial taste with taste of sugar. Didn't enjoy at all,28-10-19,October,2019,446,1,10,59,,          Helpful,0.00E+00,
446,MURALI,Reviewed in India on 28 October 2019,3.0 out of 5 stars,Good,  Good,28-10-19,October,2019,447,3,1,6,,          Helpful,0.00E+00,
447,shobhit,Reviewed in India on 28 October 2019,3.0 out of 5 stars,Ok Ok product.,  Its an ok ok product.Not very tasty.Quality is good.,28-10-19,October,2019,448,3,9,54,,          Helpful,0.00E+00,
448,Rahul,Reviewed in India on 27 October 2019,5.0 out of 5 stars,Very nice product.good for health,  Very nice product and good for health.,27-10-19,October,2019,449,5,7,40,,"3 people found this helpful

          Helpful",3.00E+00,
449,lata,Reviewed in India on 26 October 2019,5.0 out of 5 stars,Best one,  Best one,26-10-19,October,2019,450,5,2,10,,          Helpful,0.00E+00,
450,Kindle Customer,Reviewed in India on 26 October 2019,5.0 out of 5 stars,Good,  It is crunchy,26-10-19,October,2019,451,5,3,15,,          Helpful,0.00E+00,
451,Bhavleen s.,Reviewed in India on 26 October 2019,3.0 out of 5 stars,Fruits and seeds is not a good flavour,  I love Dark chocolate and Almond/quinoa flavour. Fruits and seeds is my least favorite.,26-10-19,October,2019,452,3,14,89,,          Helpful,0.00E+00,
452,Pooja Devlekar,Reviewed in India on 26 October 2019,5.0 out of 5 stars,Yoga bar 👌🏻,  Worth it better than other products in market go with yoga bar it has original taste,26-10-19,October,2019,453,5,16,86,,          Helpful,0.00E+00,
453,Shiv Shankar Ash,Reviewed in India on 25 October 2019,5.0 out of 5 stars,Awesome,  Awesome,25-10-19,October,2019,454,5,1,9,,          Helpful,0.00E+00,
454,Arihant Pandey,Reviewed in India on 25 October 2019,5.0 out of 5 stars,Nice,  Good taste,25-10-19,October,2019,455,5,2,12,,"4 people found this helpful

          Helpful",4.00E+00,
455,Avinash,Reviewed in India on 22 October 2019,5.0 out of 5 stars,Healthy product.,"  The product is very healthy and aspharagus(muesli)present in the product is high in fibres,iron.",22-10-19,October,2019,456,5,14,98,,          Helpful,0.00E+00,
456,Wafa,Reviewed in India on 22 October 2019,5.0 out of 5 stars,Yum yum,  Yumyyyyy,22-10-19,October,2019,457,5,1,10,,          Helpful,0.00E+00,
457,muskan garg,Reviewed in India on 21 October 2019,4.0 out of 5 stars,"OPEN your package first, check all your contents and then only give money to the delivery guy.",  Good product.,21-10-19,October,2019,458,4,2,15,,          Helpful,0.00E+00,
458,Amazon Customer,Reviewed in India on 20 October 2019,5.0 out of 5 stars,Good for health,  Awesome,20-10-19,October,2019,459,5,1,9,,          Helpful,0.00E+00,
459,Sakshi verma,Reviewed in India on 20 October 2019,5.0 out of 5 stars,Very helpful for our helarh,  Healthy food,20-10-19,October,2019,460,5,2,14,,          Helpful,0.00E+00,
460,Carl Mistry,Reviewed in India on 19 October 2019,4.0 out of 5 stars,The best,  I just loved it,19-10-19,October,2019,461,4,4,17,,          Helpful,0.00E+00,
461,Samrat,Reviewed in India on 19 October 2019,5.0 out of 5 stars,the best,"  It is the best muesli I have tasted n smelled...when u just open the pack n the smell u get,its  God level....healthy...",19-10-19,October,2019,462,5,22,122,,          Helpful,0.00E+00,
462,Nilu mishra,Reviewed in India on 19 October 2019,5.0 out of 5 stars,Loved it ❤️ will buy again,  Good quantity of dry fruitsNice tasteMe and my mom Loved it ❤️Can use as a cruncy snack as itselfUse as overnight oats and chia preparationBreakfast tastes like a pudding 😋👌😍😍,19-10-19,October,2019,463,5,30,177,,          Helpful,0.00E+00,
463,Siddharth,Reviewed in India on 19 October 2019,4.0 out of 5 stars,Good One,  Can Be Purchased,19-10-19,October,2019,464,4,3,18,,          Helpful,0.00E+00,
464,Pooja Devlekar,Reviewed in India on 19 October 2019,5.0 out of 5 stars,Good product.,  Love the taste.,19-10-19,October,2019,465,5,3,17,,          Helpful,0.00E+00,
465,Shiv Shankar Ash,Reviewed in India on 18 October 2019,5.0 out of 5 stars,Yummy 😋,"  So tasty, super healthy!!",18-10-19,October,2019,466,5,4,27,,          Helpful,0.00E+00,
466,Amazon Customer,Reviewed in India on 18 October 2019,4.0 out of 5 stars,Purchased at 195 /-  value for money. 250 is high.,  Purchased at 195 /-  value for money.250 is high.,18-10-19,October,2019,467,4,9,51,,          Helpful,0.00E+00,
467,Amazon Customer,Reviewed in India on 18 October 2019,5.0 out of 5 stars,Best,  It is best among all ...that's it. Hope in future they will maintain quality,18-10-19,October,2019,468,5,14,78,,          Helpful,0.00E+00,
468,Mubarak,Reviewed in India on 18 October 2019,1.0 out of 5 stars,Shocking,"  Terrible product. The flaxseeds taste burnt and ruins the whole flavour. Can't believe I haven't read a review which covers this point.Are all the reviews I read, paid reviews?",18-10-19,October,2019,469,1,29,178,,          Helpful,0.00E+00,
469,Tushar Poojari,Reviewed in India on 18 October 2019,5.0 out of 5 stars,Best ever muesli..,  😋😋😋This muesli is best in class and quality...1st time I had this kind of muesli...I m loving it..😋😋😋😛😛,18-10-19,October,2019,470,5,18,105,,          Helpful,0.00E+00,
470,Rajinder S.,Reviewed in India on 17 October 2019,5.0 out of 5 stars,Tasty healthy treat,  Tasty. Healthy. Children love chocolate flavour.,17-10-19,October,2019,471,5,6,50,,          Helpful,0.00E+00,
471,ALFIN DAVIS,Reviewed in India on 16 October 2019,5.0 out of 5 stars,Amazing taste,  Wonderful,16-10-19,October,2019,472,5,1,11,,          Helpful,0.00E+00,
472,Suresh P.,Reviewed in India on 15 October 2019,5.0 out of 5 stars,Great cereal,  Good cereal along with lots of seeds,15-10-19,October,2019,473,5,7,38,,          Helpful,0.00E+00,
473,amanpreet,Reviewed in India on 15 October 2019,5.0 out of 5 stars,Healthy and tastes great,  It’s yummy my kids enjoy it.,15-10-19,October,2019,474,5,6,30,,          Helpful,0.00E+00,
474,Sujeet,Reviewed in India on 13 October 2019,4.0 out of 5 stars,Healthy👍,"  I ordered fruit, nut & seed, got chocolate flavor instead. Like that too , so not complaining much. But avoidable mistake. And the order came quick in 2 days, Thanks for the effort.",13-10-19,October,2019,475,4,33,183,,          Helpful,0.00E+00,
475,Hasita,Reviewed in India on 11 October 2019,5.0 out of 5 stars,Good,  Very good. Value for money,11-10-19,October,2019,476,5,5,28,,          Helpful,0.00E+00,
476,Pooja Devlekar,Reviewed in India on 11 October 2019,5.0 out of 5 stars,Good and worth the money 👍 ❤️,"  Received the product on time thanks Amazon 😘The packaging was good and no spillage at all 😁Abt the product =it is superb and delicious..This is my third order of yogabar muesli.. Its is full of seeds, flax, dry fruits..So tempting that i consume it raw without adding milk 😂😂..Good for weightloss..Good for breakfast..Shall be recommended 👌👌..P.s. The pic in the attachment 👆👆",11-10-19,October,2019,477,5,62,378,,          Helpful,0.00E+00,
477,Shiv Shankar Ash,Reviewed in India on 11 October 2019,2.0 out of 5 stars,Nice,  Not so tasty but is healthy offcourse,11-10-19,October,2019,478,2,7,39,,"4 people found this helpful

          Helpful",4.00E+00,
478,Renuka,Reviewed in India on 11 October 2019,1.0 out of 5 stars,Bad,  Dey v smelling v bad,11-10-19,October,2019,479,1,5,22,,          Helpful,0.00E+00,
479,Christeena,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Healthy,  Good one,10-10-19,October,2019,480,5,2,10,,          Helpful,0.00E+00,
480,ASOKAN G,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Good,  Nice,10-10-19,October,2019,481,5,1,6,,          Helpful,0.00E+00,
481,Bobby Singh,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Very good cereal,  Healthy and tasty cereal,10-10-19,October,2019,482,5,4,26,,          Helpful,0.00E+00,
482,M Grover,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Tasty!!!,  Good at taste.,10-10-19,October,2019,483,5,3,16,,          Helpful,0.00E+00,
483,priyu ,Reviewed in India on 10 October 2019,5.0 out of 5 stars,Superb,  Healthy plus tasty worth it,10-10-19,October,2019,484,5,5,29,,          Helpful,0.00E+00,
484,Altab ali,Reviewed in India on 9 October 2019,5.0 out of 5 stars,Good,  Good,09-10-19,October,2019,485,5,1,6,,          Helpful,0.00E+00,
485,Jabbar,Reviewed in India on 9 October 2019,2.0 out of 5 stars,Not up to the mark,"  Not up to the mark, it taste like normal flakes nothing special",09-10-19,October,2019,486,2,12,65,,          Helpful,0.00E+00,
486,Pavan K.,Reviewed in India on 9 October 2019,1.0 out of 5 stars,"Very sweettaste,and untolerable synthetic smell.",  I am finding someone to help me to finish the packet. This might have corn syrup mixed. extremely sweet by taste and a scent. Its really hard to finish the packet by me.,09-10-19,October,2019,487,1,33,171,,          Helpful,0.00E+00,
487,HHR,Reviewed in India on 8 October 2019,5.0 out of 5 stars,Good,  Nice taste,08-10-19,October,2019,488,5,2,12,,"3 people found this helpful

          Helpful",3.00E+00,
488,Pooja Devlekar,Reviewed in India on 8 October 2019,5.0 out of 5 stars,Nice one.,  Very good taste.,08-10-19,October,2019,489,5,3,18,,          Helpful,0.00E+00,
489,Shiv Shankar Ash,Reviewed in India on 8 October 2019,5.0 out of 5 stars,Nice product.,  The product is as expected.,08-10-19,October,2019,490,5,5,29,,          Helpful,0.00E+00,
490,Jubair Alam Sarkar,Reviewed in India on 8 October 2019,4.0 out of 5 stars,👍,  Tasty,08-10-19,October,2019,491,4,1,7,,          Helpful,0.00E+00,
491,Anita ,Reviewed in India on 7 October 2019,5.0 out of 5 stars,Worth it!!,  Definitely buying it again.. lots of seeds and berries in it.. liked the taste. .,07-10-19,October,2019,492,5,15,83,,          Helpful,0.00E+00,
492,tabish ahmed,Reviewed in India on 7 October 2019,4.0 out of 5 stars,Good,"  Product is very good, but price is little higher than other products",07-10-19,October,2019,493,4,12,70,,          Helpful,0.00E+00,
493,Lavesh Dixit,Reviewed in India on 7 October 2019,4.0 out of 5 stars,Value for money,  Value for money related to market. If price hike happens better available,07-10-19,October,2019,494,4,12,75,,          Helpful,0.00E+00,
494,Amazon Customer,Reviewed in India on 7 October 2019,5.0 out of 5 stars,Lovely day start,  First time eaten... good test,07-10-19,October,2019,495,5,5,31,,          Helpful,0.00E+00,
495,ganesh,Reviewed in India on 7 October 2019,5.0 out of 5 stars,Great product,  Good product..worth buying,07-10-19,October,2019,496,5,3,28,,"10 people found this helpful

          Helpful",1.00E+01,
496,M. Viji,Reviewed in India on 7 October 2019,5.0 out of 5 stars,Awesome,  Nice,07-10-19,October,2019,497,5,1,6,,          Helpful,0.00E+00,
497,Bagrrys India Limited,Reviewed in India on 6 October 2019,4.0 out of 5 stars,Best Muesli for me,  Go for it,06-10-19,October,2019,498,4,3,11,,          Helpful,0.00E+00,
498,Honey,Reviewed in India on 6 October 2019,5.0 out of 5 stars,Great taste and good for health.,"  Tastes fresh, natural, no added syrupy sugarContains all necessary ingredients especially for a great breakfast(most important meal of the day)raisins, dates, oats, various type of seeds etc. makes the meal more rich fiber and deliciousscent-flavors, it's just awesome, just after opening the packet you will be in love with these muesli's-available at pocket-friendly pricing.Very good as they don't contain any sugar.",06-10-19,October,2019,499,5,61,421,,          Helpful,0.00E+00,
499,Mohit Patel,Reviewed in India on 6 October 2019,2.0 out of 5 stars,Not satisfactory,  Taste and flavour,06-10-19,October,2019,500,2,3,19,,          Helpful,0.00E+00,
500,Pooja Devlekar,Reviewed in India on 6 October 2019,4.0 out of 5 stars,Good,  Good,06-10-19,October,2019,501,4,1,6,,          Helpful,0.00E+00,
501,Shiv Shankar Ash,Reviewed in India on 6 October 2019,5.0 out of 5 stars,Good,  Nyc and healthy,06-10-19,October,2019,502,5,3,17,,          Helpful,0.00E+00,
502,Anushka Sharma ,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Healthy breakfast,  An amazing product to start your day.Healthy and nutritious breakfast for the day.I have always loved muesli and i have tried a lot of flavors and this one is one of the best👌🏻 A must buy product.,05-10-19,October,2019,503,5,37,198,,          Helpful,0.00E+00,
503,Mamoni talukdar,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Worth buying😍m in love with dis,  Awsum product....tasty and value for money....never tasted cereals like this,05-10-19,October,2019,504,5,10,78,,          Helpful,0.00E+00,
504,Vidya Seenivasagan,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Food of the gods!,"  Not to be dramatic but yeah, this smells and tastes nothing short of heavenly🧡🌷✨",05-10-19,October,2019,505,5,14,82,,          Helpful,0.00E+00,
505,GJM ,Reviewed in India on 5 October 2019,4.0 out of 5 stars,Well price pack,  Well price pack,05-10-19,October,2019,506,4,3,17,,          Helpful,0.00E+00,
506,Bharathi G,Reviewed in India on 5 October 2019,1.0 out of 5 stars,Not good,"  Very bad quality and also packing not good,",05-10-19,October,2019,507,1,8,45,,          Helpful,0.00E+00,
507,Amazon Customer,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Awesome !!,"  Absolutely loved this and a big thanks to yogabar for giving such wholegrain breakfast muesli, fruits and nuts mixed. Being a gym freak it is a perfect Meal Replacement for me as it is high in protein and fibres ,I am fully satisfied with my purchase and recommend it to all the gym freaks..",05-10-19,October,2019,508,5,54,293,,          Helpful,0.00E+00,
508,Rahul Sharma ,Reviewed in India on 5 October 2019,4.0 out of 5 stars,Yummy breakfast option,  Proper mix of ingredients. Delicious with warm milk - crunchy & full of flavour.,05-10-19,October,2019,509,4,14,82,,          Helpful,0.00E+00,
509,Sanjib G.,Reviewed in India on 5 October 2019,5.0 out of 5 stars,Like it,  Good one,05-10-19,October,2019,510,5,2,10,,          Helpful,0.00E+00,
510,Prakash Nema,Reviewed in India on 4 October 2019,5.0 out of 5 stars,Good product,  Good,04-10-19,October,2019,511,5,1,6,,          Helpful,0.00E+00,
511,prabhat das,Reviewed in India on 3 October 2019,5.0 out of 5 stars,Must give it a try,"  I really want to applaud the ppl at yogabar who come up with such great combinations, the perfect taste, they have mastered the art of what will taste the best with what. I’m so happy with all the ingredients and how they complement each other and taste great with milk/yoghurt! Best buy!",03-10-19,October,2019,512,5,52,290,,          Helpful,0.00E+00,
512,Pooja Devlekar,Reviewed in India on 3 October 2019,5.0 out of 5 stars,Go for it! Yummy and healthy,  Awesome delivery by Amazon. And museli is yummy and it has all the contents as promised. Anyone who's looking for a healthy and yummy museli. Go for it. You won't be disappointed.,03-10-19,October,2019,513,5,32,181,,          Helpful,0.00E+00,
513,Shiv Shankar Ash,Reviewed in India on 3 October 2019,5.0 out of 5 stars,Breakfast sorted,  If you like slightly tangy and sweet bits of fruits in your breakfast cereals this one is definitely for you. Though I like the chocolate flavor more than this one but it's actually better in terms of the ingredients and their health benefits. It has pieces of dried fruits making it a healthy breakfast option.  I think this would make a delicious topping on yogurt.,03-10-19,October,2019,514,5,65,369,,          Helpful,0.00E+00,
514,Dali,Reviewed in India on 2 October 2019,5.0 out of 5 stars,quality,"  yoga bar fruits +nuts & seeds is a yummy, tasty and nutritious breakfast to the whole family. its flavor is superb, which is high in protein and fibre. it is good combination healthy and energetic whole grains in it.its value for money.... i would recomand to buy without second thought.",02-10-19,October,2019,515,5,50,289,,          Helpful,0.00E+00,
515,Amazon Customer,Reviewed in India on 2 October 2019,5.0 out of 5 stars,Yogabar wholegrain breakfast,  This is very tasty. Very good product and better than other brand. Quality is geninune..recommended,02-10-19,October,2019,516,5,15,101,,"2 people found this helpful

          Helpful",2.00E+00,
516,A K,Reviewed in India on 2 October 2019,5.0 out of 5 stars,Healthy breakfast 👌,"  Good content, has many seeds and full of nutritional values. Also good value for money. But taste is ok but that's always the case with healthy items 😉😋",02-10-19,October,2019,517,5,28,154,,          Helpful,0.00E+00,
517,Kritika,Reviewed in India on 1 October 2019,4.0 out of 5 stars,Yoga musseli  healthy prodct,  Healthy  nd worthy prodct,01-10-19,October,2019,518,4,4,27,,          Helpful,0.00E+00,
518,Bratati,Reviewed in India on 1 October 2019,5.0 out of 5 stars,Good purchase,  Definitely a good buy.,01-10-19,October,2019,519,5,4,24,,          Helpful,0.00E+00,
519,Amazon Customer,Reviewed in India on 30 September 2019,3.0 out of 5 stars,Boxes were all torn up,   The box was all torn up and I'm afraid it would be all mashed up inside ingredients,30-09-19,September,2019,520,3,17,86,,          Helpful,0.00E+00,
520,Joshua,Reviewed in India on 30 September 2019,5.0 out of 5 stars,Crunchy Munchy and tasty,"  Got it a few days back and I was surprised with the taste and texture of the product. It's way better than any other brand. I could literally see the ingredients like strawberry, raisins etc. I could feel the crunchiness of the nuts and other items in the Muesli. Strawberry tastes awesome with milk and drops of honey.",30-09-19,September,2019,521,5,58,321,,          Helpful,0.00E+00,
521,shikha,Reviewed in India on 30 September 2019,5.0 out of 5 stars,Right combination of ingredients and healthy too!,  Its a perfect combination for all those who dislike the bland oatmeal diet..,30-09-19,September,2019,522,5,13,78,,          Helpful,0.00E+00,
522,The True Reviewer,Reviewed in India on 29 September 2019,5.0 out of 5 stars,Tasty and healthy,"  I used to be always in hurry in morning and skip my breakfast. It's healthier than cornflakes, no need of cooking and tastes better than other museli available in market.",29-09-19,September,2019,523,5,30,172,,          Helpful,0.00E+00,
523,Niket Honnalli,Reviewed in India on 28 September 2019,5.0 out of 5 stars,LOVED IT!!!,"  This is my first ever trying a healthy product such as muesli and I'm shook!!! The taste is amazing. I love the mixture as it contains a variety of seeds, nuts and dried fruits 😌I've heard a lot about flax and chia seeds, can definitely see why! I've switched my breakfast with this muesli and this is probably the best decision I've taken for my body in a while. 🙌🏼I like to have it with honey, fresh berries or bananas and some milk!!! It's quite fulfilling and provides the right amount of energy to Kickstart my day. 🙌🏼😌Yoga bar muesli has changed the game for me, can't wait to try other flavours!! 😋😋😋",28-09-19,September,2019,524,5,113,609,,          Helpful,0.00E+00,
524,Pooja Devlekar,Reviewed in India on 28 September 2019,5.0 out of 5 stars,But satisfied,  Product changed,28-09-19,September,2019,525,5,2,17,,          Helpful,0.00E+00,
525,Shiv Shankar Ash,Reviewed in India on 27 September 2019,5.0 out of 5 stars,Super tasty and healthy.,"  This is the first time I had muesli and I am in love with it. It's very healthy and tastes amazing, no need to add extra sugar in the milk. The fruits in it tastes amazing. It keeps me full for a long time. It's a perfect breakfast and super healthy.",27-09-19,September,2019,526,5,51,252,,          Helpful,0.00E+00,
526,sunita ghosh,Reviewed in India on 26 September 2019,5.0 out of 5 stars,Try it,  Absolutely rocking,26-09-19,September,2019,527,5,2,20,,          Helpful,0.00E+00,
527,Sanjeev Suri,Reviewed in India on 25 September 2019,1.0 out of 5 stars,Bad Smell,  Very bad taste and smell.,25-09-19,September,2019,528,1,5,27,,          Helpful,0.00E+00,
528,Diksha Varshney,Reviewed in India on 25 September 2019,5.0 out of 5 stars,Yummy,  This muesli taste even better then few mueslis of Switzerland,25-09-19,September,2019,529,5,10,63,,          Helpful,0.00E+00,
529,Neha Sharma,Reviewed in India on 24 September 2019,1.0 out of 5 stars,Cheating customers,"  Quality of product has deteriorated badly. The two boxes I purchased got ""burnt grains"". Also some of the seeds float when milk is put, meaning the company is now using expired items. Even the rasins are put like lump of balls...Only thing that is good is the packing... not the actual product.Anyway, this company planned that they will initially gain customer confidence, get good rating and later give 3rd class product.Very disappointing...",24-09-19,September,2019,530,1,72,446,,          Helpful,0.00E+00,
530,aritreyee datta,Reviewed in India on 24 September 2019,5.0 out of 5 stars,Yummy 😋,"  Product is superb, but price is little high.. Flavor 👍💯",24-09-19,September,2019,531,5,10,57,,          Helpful,0.00E+00,
531,rohit,Reviewed in India on 22 September 2019,5.0 out of 5 stars,Yogabar is for all.,  Product is awesome tasty and palatable.,22-09-19,September,2019,532,5,6,41,,          Helpful,0.00E+00,
532,gsmarts,Reviewed in India on 22 September 2019,5.0 out of 5 stars,I recommend it,"  Very good item, I like it",22-09-19,September,2019,533,5,6,27,,          Helpful,0.00E+00,
533,Sachin,Reviewed in India on 22 September 2019,5.0 out of 5 stars,#1. YUMMY AND HEALTHY,"  This is really the best muesli to have with good chunks of nuts, seeds, and dry fruits making it absolutely delicious along with oats and wheat.So, it's must try for a high fibre and protein intake diet",22-09-19,September,2019,534,5,37,204,,          Helpful,0.00E+00,
534,M.Ashraf Khan,Reviewed in India on 22 September 2019,5.0 out of 5 stars,Very Good product.,"  The overall product is very good, ingredients, taste, healthy",22-09-19,September,2019,535,5,9,63,,          Helpful,0.00E+00,
535,Aditya kumar Singh,Reviewed in India on 21 September 2019,4.0 out of 5 stars,Too much smell of strawberry...otherwise okay.,  The dried strawberry tasted nasty.Also there was too much strawberry smell in the pack.I think they have added artifical strawberry flavour.,21-09-19,September,2019,536,4,21,142,,          Helpful,0.00E+00,
536,Pooja Devlekar,Reviewed in India on 21 September 2019,1.0 out of 5 stars,Gives rashes and boils in body,  My sister bouGht this it doesn't delivered with the box after eating this she got rashes and boils in her body don't buy this product,21-09-19,September,2019,537,1,25,135,,"3 people found this helpful

          Helpful",3.00E+00,
537,Shiv Shankar Ash,Reviewed in India on 21 September 2019,2.0 out of 5 stars,"Too sweet, that ruins the taste",  Bought this product after great reviews. But I did not like it much. It has a weird sweetness that ruins the whole taste. Maybe it's from berries. Rest the ingredients are a good mix. Can try if you don't mind your museli to be sweet.,21-09-19,September,2019,538,2,45,236,,          Helpful,0.00E+00,
538,Varsha ,Reviewed in India on 20 September 2019,5.0 out of 5 stars,One of the best,"  The quality and quantity at this price is unmatchable, compaire to well established brands of Museli.This is our second order and we are very satisfied with the product",20-09-19,September,2019,539,5,28,170,,"14 people found this helpful

          Helpful",1.40E+01,
539,alby alex george,Reviewed in India on 19 September 2019,5.0 out of 5 stars,Bestest of the best,  The Best muesli you can ever have!! It tastes yumm.. And you can stop falling in love with that flavor of cranberries  and nuts... The proportion of nuts:oats was perfectly balanced and it would be a great start for your day,19-09-19,September,2019,540,5,41,226,,          Helpful,0.00E+00,
540,Mahir I.U.,Reviewed in India on 18 September 2019,5.0 out of 5 stars,Tastiet  healthy breakfast  substitute,  Superrrr dupper taste...  I ordered  it for a try and I think  m not  going  to  Change it.... Ordering  a big packet..... It's really  yumm... Please  try have all the nuts  ND seeds awsmmm loved  it,18-09-19,September,2019,541,5,36,202,,          Helpful,0.00E+00,
541,Swatantra kumar,Reviewed in India on 18 September 2019,3.0 out of 5 stars,Nice,  I liked chocolate one it was just okay okay,18-09-19,September,2019,542,3,9,45,,          Helpful,0.00E+00,
542,Saloni verma,Reviewed in India on 17 September 2019,5.0 out of 5 stars,good,  very crispy snacks,17-09-19,September,2019,543,5,3,20,,"One person found this helpful

          Helpful",1.00E+00,
543,Sneha ghosh,Reviewed in India on 17 September 2019,5.0 out of 5 stars,Tasty,  Its super tasty and yummy 😋😋😋😋,17-09-19,September,2019,544,5,6,32,,          Helpful,0.00E+00,
544,Sanju,Reviewed in India on 16 September 2019,4.0 out of 5 stars,Yummy healthy snack,  It’s really yummy & healthy with bits of cranberry & dried fruits in it. Tastes yummy & no sugar added I think. It tastes natural with bits of natural dried sweet fruits. Love it.,16-09-19,September,2019,545,4,34,181,,          Helpful,0.00E+00,
545,Ravi D,Reviewed in India on 16 September 2019,3.0 out of 5 stars,Good,  Okay,16-09-19,September,2019,546,3,1,6,,"2 people found this helpful

          Helpful",2.00E+00,
546,John,Reviewed in India on 13 September 2019,4.0 out of 5 stars,Good test,  God,13-09-19,September,2019,547,4,1,5,,          Helpful,0.00E+00,
547,Masih,Reviewed in India on 11 September 2019,5.0 out of 5 stars,Tasty,  Tasty,11-09-19,September,2019,548,5,1,7,,          Helpful,0.00E+00,
548,Pooja Devlekar,Reviewed in India on 10 September 2019,3.0 out of 5 stars,just okay,"  it is just okay, just another of these with high price tag and nothing great inside..",10-09-19,September,2019,549,3,16,87,,          Helpful,0.00E+00,
549,Shiv Shankar Ash,Reviewed in India on 10 September 2019,5.0 out of 5 stars,Good healthy snack for a change,"  Healthy morning breakfast. good ingredients can be taken any time you feel hungry, better than having junk.",10-09-19,September,2019,550,5,17,109,,          Helpful,0.00E+00,
550,Maitreyee,Reviewed in India on 10 September 2019,5.0 out of 5 stars,Tasty food for healthy tummy,  Very good taste and with full of healthy ingredients. Love it,10-09-19,September,2019,551,5,11,63,,          Helpful,0.00E+00,
551,Yogi,Reviewed in India on 10 September 2019,5.0 out of 5 stars,Yogabar wholegrain .....,  I love this product because it contains many things,10-09-19,September,2019,552,5,9,53,,          Helpful,0.00E+00,
552,Deepak maharana,Reviewed in India on 8 September 2019,5.0 out of 5 stars,Great product,  Slightly pricey but the taste is insanely good. Found it to better than most breakfast cereals.,08-09-19,September,2019,553,5,16,97,,          Helpful,0.00E+00,
553,Suresh,Reviewed in India on 7 September 2019,5.0 out of 5 stars,superb,  awesome in taste... must try at least ones,07-09-19,September,2019,554,5,8,44,,          Helpful,0.00E+00,
554,Aryan Dev,Reviewed in India on 6 September 2019,5.0 out of 5 stars,Great taste. Value for money.,"  This is the best muesli you can find in the market, and believe me, I tried many. Not sticky, very little sweetener in it, no sugar, no gluten... and tastes great.I don't like though that the product comes inside a big cardboard box. They could sell only with the bag and save lots of trees. It also takes too much space so I always throw the box and keep the muesli in the resealable bag.",06-09-19,September,2019,555,5,75,391,,          Helpful,0.00E+00,
555,Priyankar,Reviewed in India on 6 September 2019,1.0 out of 5 stars,"Its gone bad , dry fruits in it got bad and have some bugs attached to them",  The worst dry fruits have gone bad and have lot of bugs or insects i dont know so disappointing.,06-09-19,September,2019,556,1,19,98,,          Helpful,0.00E+00,
556,Amazon Customer,Reviewed in India on 6 September 2019,4.0 out of 5 stars,Good,  Good,06-09-19,September,2019,557,4,1,6,,          Helpful,0.00E+00,
557,priya vijayvargiya,Reviewed in India on 6 September 2019,5.0 out of 5 stars,GOOD,  GOOD,06-09-19,September,2019,558,5,1,6,,          Helpful,0.00E+00,
558,kush,Reviewed in India on 6 September 2019,5.0 out of 5 stars,Good,  Healthy and lit breakfast for morning enjoying the breakfast,06-09-19,September,2019,559,5,9,62,,          Helpful,0.00E+00,
559,P. Dutt,Reviewed in India on 5 September 2019,5.0 out of 5 stars,Good taste,  Thank you yoga bar for this amazing musli,05-09-19,September,2019,560,5,8,43,,          Helpful,0.00E+00,
560,Pooja Devlekar,Reviewed in India on 5 September 2019,5.0 out of 5 stars,Awesome,  Good try,05-09-19,September,2019,561,5,2,10,,          Helpful,0.00E+00,
561,Shiv Shankar Ash,Reviewed in India on 5 September 2019,5.0 out of 5 stars,Best breakfast option,  I love it and would love to continue it changeing with regular  breakfast .i have only complain with amzone why did u dnt deliver the package prpoerly,05-09-19,September,2019,562,5,27,152,,          Helpful,0.00E+00,
562,rahul,Reviewed in India on 5 September 2019,4.0 out of 5 stars,Healthy diet.!!,  Nice healthy one.Taste should be improved,05-09-19,September,2019,563,4,6,43,,          Helpful,0.00E+00,
