,Customer Name,Review,Ratingsint,Word_Length,Character_Length
539,alby alex george,  The Best muesli you can ever have!! It tastes yumm.. And you can stop falling in love with that flavor of cranberries  and nuts... The proportion of nuts:oats was perfectly balanced and it would be a great start for your day,5.0,41,226
540,Mahir I.U.,  Superrrr dupper taste...  I ordered  it for a try and I think  m not  going  to  Change it.... Ordering  a big packet..... It's really  yumm... Please  try have all the nuts  ND seeds awsmmm loved  it,5.0,36,202
541,Swatantra kumar,  I liked chocolate one it was just okay okay,3.0,9,45
542,Saloni verma,  very crispy snacks,5.0,3,20
543,Sneha ghosh,  Its super tasty and yummy 😋😋😋😋,5.0,6,32
544,Sanju,  It’s really yummy & healthy with bits of cranberry & dried fruits in it. Tastes yummy & no sugar added I think. It tastes natural with bits of natural dried sweet fruits. Love it.,4.0,34,181
545,Ravi D,  Okay,3.0,1,6
546,John,  God,4.0,1,5
547,Masih,  Tasty,5.0,1,7
548,Pooja Devlekar,"  it is just okay, just another of these with high price tag and nothing great inside..",3.0,16,87
549,Shiv Shankar Ash,"  Healthy morning breakfast. good ingredients can be taken any time you feel hungry, better than having junk.",5.0,17,109
550,Maitreyee,  Very good taste and with full of healthy ingredients. Love it,5.0,11,63
551,Yogi,  I love this product because it contains many things,5.0,9,53
552,Deepak maharana,  Slightly pricey but the taste is insanely good. Found it to better than most breakfast cereals.,5.0,16,97
553,Suresh,  awesome in taste... must try at least ones,5.0,8,44
554,Aryan Dev,"  This is the best muesli you can find in the market, and believe me, I tried many. Not sticky, very little sweetener in it, no sugar, no gluten... and tastes great.I don't like though that the product comes inside a big cardboard box. They could sell only with the bag and save lots of trees. It also takes too much space so I always throw the box and keep the muesli in the resealable bag.",5.0,75,391
555,Priyankar,  The worst dry fruits have gone bad and have lot of bugs or insects i dont know so disappointing.,1.0,19,98
556,Amazon Customer,  Good,4.0,1,6
557,priya vijayvargiya,  GOOD,5.0,1,6
558,kush,  Healthy and lit breakfast for morning enjoying the breakfast,5.0,9,62
559,P. Dutt,  Thank you yoga bar for this amazing musli,5.0,8,43
560,Pooja Devlekar,  Good try,5.0,2,10
561,Shiv Shankar Ash,  I love it and would love to continue it changeing with regular  breakfast .i have only complain with amzone why did u dnt deliver the package prpoerly,5.0,27,152
562,rahul,  Nice healthy one.Taste should be improved,4.0,6,43
563,Jyoti Singh,"  Flavour.... GoodPresentation.... GoodV. for Money...  Price  bit on the high side, compared to other popular brands.",4.0,16,118
564,baljinder kaur,  Can go for it....good one,5.0,5,27
565,deepak kumar singh,  Its nice and crunchy with no additives.  A little pricey,4.0,10,58
566,Krishnendu Mistry,  Tried it for the first time todayFeeling disappointedHave everything they said but still didn’t like it,3.0,16,105
567,Gopendra,  Not up to expectations. Still a good product.,3.0,8,47
568,MOHAMMAD SAIFULLAH,  Healthy and contains no added sugars. Perfect for weight watchers.,5.0,10,68
569,Pinki singh,"  Great product,,,, fully satisfied,,,,,And got it within 48hr ,,,,",5.0,9,67
570,Amazon Customer,  Good for health.,5.0,3,18
571,Jayanthi,"  I am a huge fan of yoga bear whole grain until i have received a package from Amazon, the flax seeds and the chia seeds are burnt, the pumpkin seeds and the oats are roasted more than required, they have become brown, the entire taste of the muesli has changed, the sweetness of the berries has become less, the amount of raisins have gone down, the size of the flat brown rice has become small I seriously don't understand how can a reputed and highly sold muesli not have consistency maintained. Very disappointed, now scared to order online as there is no return.",1.0,103,568
572,Pooja Devlekar,  This is very good for breakfast. Tastes really good.,5.0,9,54
573,Shiv Shankar Ash,  Ok,3.0,1,4
574,Amazon Customer,  It's full of seeds.. dry fruits. It's a healthy food.,5.0,10,55
575,MTR,  Fresh and healthy,5.0,3,19
576,K.Nikitha,  Good,5.0,1,6
577,neha123,  Healthier as contain oats and brown rice and seeds.,4.0,9,53
578,BVR,  not healthy but full of fake candies,1.0,7,38
579,Suchi,  Very good breakfast replacement and easy to make.,5.0,8,51
580,Vijuraj,  This product has the right balance of seeds and dried fruits.,5.0,11,63
581,Priya,  For morning breakfast its good..,5.0,5,34
582,SHREYA MEHROTRA,  Very healthy and  Good product. Much better than other similar products in the market. I’m hopeful that no artificial agent is added  Yogabar please be responsible and make healthy products for generations to come.thank you.,5.0,35,226
583,Rahul Makhasana,  Not  fresh in test,1.0,4,20
584,Pooja Devlekar,"  It's a very good option for the calorie and health conscious and gluten sensitive individuals. It has rolled oat, rice flakes, dried fruit pieces, raisins, dried cranberries, chia seeds and flax seed. It's mildly sweet in taste ( just the right amount), crunchy and good to go with cold milk or curd. I also munch on it as an evening snack though! A wholesome breakfast option. Keeps you feeling full for a long time. My personal favourite!!",5.0,77,443
585,Shiv Shankar Ash,  This is second flavour i am trying and i am really impressed by the taste and quality of museli...feels really tasty and healthy with all cereals and fruits...there is abundant dry fruit content...more than really i expected... really a good product for a quick and healthy breakfast or snack.,5.0,49,295
586,Jane,  Nice,5.0,1,6
587,Shilpa,"  This is the best muesli you can get in India, I have tried various brands. This is the only one which my whole family liked.",5.0,25,126
588,MANOJ,  good product,4.0,2,14
589,Nick ,  it has great taste,4.0,4,20
590,VARUN AGGARWAL,  Best buy on Amazon. .a great product to Kickstart my mornings . .anytime snack. .with all the necessary seeds and nuts a great combination.  .not a boring museli can have it with milk and a dash of Greek yogurt with some fresh chopped fruits . And your yummy brekkie is ready!,5.0,51,278
591,Ravi Chandra S,  Quiet good and tasty breakfast meal.I'm not Dr. To speak about the health consciousness. But it's a good alternative b/f.,5.0,20,123
592,yellow,"  Received the product safely without damage. Product was fresh according to pkd date. I use it to slightly flavor my oatmeal in morning as it contains sugar in indirect forms like date oil, rice barn oil. So weight loss targeting people must limit this as it'll definitely spike insulin. Keep your sugar intake within 30g/day. Press the helpful button.",4.0,59,353
593,ronald,  This is something I really wanted well packed and not expired.,5.0,11,64
594,Amazon Customer,"  Nice product, good for health,",5.0,5,32
595,Aaditi S.,  It's good in all way,4.0,5,22
596,Pooja Devlekar,"  Amazing product, this is my 4th order upto now. Thq yoga bar..",5.0,12,64
597,Shiv Shankar Ash,  happy to use these product,2.0,5,28
598,Amazon Customer,  Yummy breakfast...go for it👍,4.0,4,30
599,SHUBHAM SANKHLA,"  Good Product! At Very Reasonable rate! With the healthy Food!Morning breakfast is now easy with this delicious crunchy muesli. Me being a fruits and nuts lover, loved it and it has all berries which gives awesome taste. All healthy ingredients like oats, brown rice flakes, raisins, cranberries, apricots. Black currants ,quinoa, pumpkin, chia and flax seeds, this is a combined mixture of all healthy foods. Just 200 calories and I am sorted in morning. Tastes best with cold milk. Even it makes a great dry snacking option anytime during the day. Perfect when you are on balanced diet and will recommend you all to give it a try to loose weight!PLease go ahead without a second thought.",5.0,117,690
600,Rohan,  Love it,5.0,2,9
601,vineeth r pinglae,  Best combination of ingredients lovely test and best for breakfast.,5.0,10,69
602,garments,  Can a diabetic patient and a 5 year child consume this product,2.0,12,64
603,Saurabh Behwal,  Good,4.0,1,6
604,Mittal,  Nice product everyone can use,5.0,5,31
605,Chaitanya Manchanda,  The product is very good.It is a wholesome food for breakfast.Satisfied with the quality of the product.,4.0,17,106
606,Amnish Behal,  Good in taste... But very  few amount of dried fruits...,4.0,10,58
607,Rose,"  Great taste and flavor..,  but little less in quantity.",5.0,9,57
608,Pooja Devlekar,  worst product ever i got till date..got stone inside pacakge and it calcicum carbonate lead type..dont bought this product even a single penny not worth.,1.0,25,155
609,Shiv Shankar Ash,"  A new product. Liked the flavour so much. It contains oats,brown rice flakes, dried cranberries, pumpkin seeds,chia seeds etc.",5.0,19,128
610,Prateek Raut,  No sugar. Best part,5.0,4,21
611,Amazon Customer,  Good,5.0,1,6
612,Harsh,"  Ibam definitely unsatisfied with this muesli,  I have heard a lot about this brand but it turned out to be a big time dissapointment. Wouldn't recommend to anyone. Taste was weird as the quantity of oats was not even 20% of whole ingredients.",2.0,43,244
613,Nawab,"  This muesli is great combination of , almonds, berries, flax seeds, pumpkin seeds. It is tasty and highly nutritious. Must buy.",5.0,21,129
614,Tangled,  Ok,4.0,1,4
615,Shu Y.,  good taste,5.0,2,12
616,Jack ,  Such an amazing healthy natural product. There are no preservatives or sugar in this and it’s so tasty. Good job yoga bar.,5.0,22,124
617,Mahesh Gupta,  Very nice,5.0,2,11
618,Maulik,  Gud,5.0,1,5
619,Gagan Deep,  It's value for money... The flavour is excellent... Highly recommended breakfast meal...,5.0,12,90
620,Pooja Devlekar,  Great product,5.0,2,15
621,Shiv Shankar Ash,  Recommended product for those who care about their health.,5.0,9,60
622,Kumar Wadhwani,  Awesome product. Quite happy with the taste. No regrets in buying it over other products.,5.0,15,91
623,Karan S,"  I ordered for my mother in law she found it expensive before ordering but after she received the products she absolutely loved it ,it was full of fruits n nuts wch is actually what is required,worth buying",5.0,37,207
624,SM,  Product is good.,5.0,3,18
625,Amazon Customer,"  Yummy. I tried 2 variety of yogabar muesli, and both of them are too good.",5.0,15,76
626,Dhruti C.,  Nice crunchy & yummy muesli!,5.0,5,30
627,Debarati Gangopadhyay,  Nothing,4.0,1,9
628,Spartacus,  Best breakfast cereal,5.0,3,23
629,Kitabo Ghanghas ( Kiran Shopaholic ),  Good,5.0,1,6
630,suvidha,  This is probably the best value for gluten free granola cereal I have found in India. Very natural. No additives. Great flavor too.,4.0,23,133
631,Sapna sahi,"  Firstly, the product was delivered before the mentioned timeline which was very impressive.This was my first purchase from Yogabar and i am fully satisfied.One can completely switch to it for breakfast meal since it tastes very good and it's healthy too, keeping you fit and active all day.Not to forget, the packaging of the product is also very good . Would highly recommend to try this affordable and healthy meal. I will definitely try other flavors / products of Yogabar.",5.0,80,478
632,Pooja Devlekar,"  I feel some ingredients are less effective . I do exercises and I feel the product contains more of rice flakes than necessary . The product being muesli should contain more of other things like oats and others , but it contains lots of rice flakes . Product being slightly priced but that one would be more of value for money of it would contain more of other grains and seeds and nuts .",4.0,74,390
633,Shiv Shankar Ash,  Good,5.0,1,6
634,rima,  Good,4.0,1,6
635,Sudeep Majumdar,  Super-- one word,4.0,3,18
636,Lavina ,  Tastes great with cold milk and contains natural ingredients,5.0,9,62
637,Aruna Kumar,"  The overall taste and constituents were good but if compared to other brands, a bit on expensive side.",3.0,18,104
638,kohsheen,  The taste could have been better.,3.0,6,35
639,Tushar,  It's very much yummy and crunchy. It's made my breakfast just awesome 😋 But at such a price the quantity is so low.,4.0,23,117
640,pavan,  Package leaked inside.somebody has knowingly done this,4.0,7,56
641,Ruchi,"  Nice product, every Indian has to purchase it for their parents. It is little costly.",4.0,15,87
642,Raj Kamal Chandna,  Good Healthy product,4.0,3,22
643,mb,  Good value for money,4.0,4,22
644,Pooja Devlekar,  Product very nice... tasty... yummy... just i think the quantity was little doubtfull... quality was best,4.0,16,107
645,Shiv Shankar Ash,  Quantity is very less and taste not good.,2.0,8,43
646,KB Jashi,"  Throw in some milk (I like cold), fresh fruits, nuts and you have a wholesome breakfast",4.0,16,89
647,Saikat Chowdhury,  Can only recommend.,5.0,3,21
648,Rashmi,"  We really like this breakfast. Loving the delicious taste and the best part is that it contains all healthy ingredients like fruits, chia seed, flex seed, nuts, brown rice & Oats which is high in proteins & fibres. We are fully satisfied with Yogabar Muesli. Excited to try other flavours as well. Paisa Vasool Product.",5.0,55,321
649,Raghav Mehta,  This is sooo good. I am not a fan of packaged breakfast items. But this tastes so good. My toddler too liked it. I have no complaints.there are enough nuts and berries In it. I used it with little milk. Can use few drops of honey if required. But I didn't. It tasted great on its own.,5.0,57,286
650,Asghar Ali Khan,"  The is the best and perfect breakfast cereal ever made. Thanks to Yoga Bar. Must have for all you won't regret, a treat for fitness freaks.Prateek Raut.",5.0,27,154
651,Neha,"  Tasty & yummy , one can go for it",5.0,9,35
652,Tara Anand ,  Loved the taste ! It is very filling. It tastes good with Milk or you also try with yogurt and fruits.,5.0,21,104
653,Geethu,  I like it's quality ......,5.0,5,28
654,sulekha,  awesome,5.0,1,9
655,Deep mantala,  A very amazing product ....taste super good and healthy and totally worth the cash,5.0,14,84
656,Pooja Devlekar,  Very good product its good for weight management and has good mix of ingredients.,5.0,14,83
657,Shiv Shankar Ash,  Great product to start a day,5.0,6,30
658,indresha h r,"  Only rice flakes,  non existent nuts ....its almost like eating granola bar....kellogs muesli is far superior in taste and quality. Only seeds are differentiators.",2.0,24,165
659,ash,  Taste is great,5.0,3,16
660,Poorwa,  The Yogabar wholegrain was good in flavour.it was nice product .we liked it so much that we bought 4 packets of this product .it was to drink it with milk,5.0,30,156
661,Fazil,"  Best for breakfast, good in taste it helps to make morning healthier,well packed, value for money Product",5.0,17,107
662,Amazon Customer,  Good flavour and value of the money,5.0,7,37
663,Dayanand patil,  Good product,5.0,2,14
664,Kiran,  Healthy and tasty snack!,4.0,4,26
665,Gourab,  A little bit expensive,5.0,4,24
666,shailendra,  Bad taste,1.0,2,11
667,Amazon Customer,"  It's delicious. Cranberry and apricot adds taste and health. Grains like oats, quinoa and seeds like flax, chia makes it a healthy treat. I am having it daily in breakfast and enjoying it.",5.0,33,190
668,Pooja Devlekar,  Tastes very fresh much better than Kellogg's fruit and nut,5.0,10,60
669,Shiv Shankar Ash,  Omg the worst meusli... I bought the packet and tasted it . The taste was so bad I couldn't finish my bowl. Now it's lying in my kitchen and idk what to do with it,1.0,35,165
670,PuneetWasHere,  I have tried many types of muselis but this one is the best so far. Right mix of ingredients with freshness and taste. Liked it so much can survive whole day on this museli. Me and my son eat it everyday. And m happy that now we can get it in super market as well. Thanks to the manufacturer. First time giving 5 starts to purchases made.,5.0,67,340
671,Gurpreet khera ,  Good,5.0,1,6
672,Amazon Customer,"  I have ordered this to make quick break fast to my Morning schedule. Its amazing filled with lots of nuts and seeds like flex seeds, pumpkin seeds, sun flower seeds etc it has so many good ingridents to make your body healthy. With goodness of rich ingridents it's good in taste too.",5.0,52,285
673,Irfan,  It's yummy.  Loved it.  Complete diet. Full of mixed tasty dry fruits and seeds.  Essential for fitness freaks,5.0,18,112
674,Taranjit Ghai,  Delicious,5.0,1,11
675,shruti ,"  Its a healthy day starter, every bite has delecious flavour if we mix it with milk. I eat this corn flakes on regular thus I love it very much.its also ok because in this money we get the benefit of dry fruits and seeds .I started giving this to my kids as it is easy to make and consume plus they love the taste. Worth every penny spent...",5.0,68,342
676,Reena verma,  Best muesli out of all available in market,5.0,8,44
677,preeti,  It's good for health,5.0,4,22
678,Anant k,"  Product is good and easy to prepare, packing is good and hygienic. Only drawback is that it is slightly overpriced, otherwise nice option for eating healthy.",4.0,26,159
679,SIDDHARTH D.,  This was a wonderful surprise in terms of content and taste in comparison to what I see in local shops. Thank you Amazon for bringing this product to my notice via your mailers. I will definitely try out their other variants too.,5.0,42,231
680,Pooja Devlekar,  Very good,3.0,2,11
681,Shiv Shankar Ash,  Good product,5.0,2,14
682,Chigs,"  There is too much sweet components in here. You do get all kinda nuts and seeds, which is a good thing.",3.0,21,105
683,Ashish Chandan,"  It is a glorious blend of rolled and toasted whole grain flakes with raisins, apricots, cranberries, pumpkin seeds and nuts. Made from 100 percent natural ingredients. Really loved the taste. One of the best muesli I've ever tasted. It taste so good. Perfect for breakfast. I usually ate this with warm milk. Totally worth buying it...",5.0,56,337
684,VINOJ JAISON R,  Taste is amazinggg. Best cereal ever! V nutritious n healthy . It has fruits n nuts n diff types of seeds which are vvvvv healthy . I love it with cold milk .The box looks so pretty .,5.0,38,185
685,Farheen ali,  Worth every penny,5.0,3,19
686,Yummy Singh,  Settled on this muesli after a lot of research and we are on our second pack. It feels healthy and nutritious and  tastes good too. We have it as a desert with yogurt topped with maple syrup and it tastes just yumm:),4.0,42,218
687,Vinay,  Sugar free but added sugar present,1.0,6,36
688,Mannu Mehta,  Nice flavor and healthy combo for breakfast for kids,5.0,9,54
689,Jaideep Singh,  I really like this product. This multi grain and musli flavor serial is very healthy. My body feel very energetic after eating this in morning.  Value you for money And soon i wanna try their yoga bars as well.,5.0,39,212
690,KAZUKI MAEDA,  It tastes nice it's wonderful to have with milk and at a good cost I am planning to order some packets best quality and worth for money,5.0,27,137
691,Bala,  Better price and offer.. Much better that CornFlaks..,5.0,8,55
692,Pooja Devlekar,  It's a great product with amazing ingredients.,5.0,7,48
693,Shiv Shankar Ash,  A great berakfast companion. I love yogabar products. No Sugar and perfectly packed!! Once bought you might never change your mind for other options!,5.0,24,151
694,Mokshali Morakhiya,"  Good quality, healthy food",5.0,4,28
695,Brynel C.,  It's too good muesli any another brands bagrry and keloggs yoga bar muesli it's superb blend mixture for healthy breakfast fruits nuts and seeds quantity quality it's best go for it without any high price brands,5.0,36,213
696,Precious George,"  I have tried many mueslis available in the market but this one has become my favourite, as u open the packet u get this amazing smell, so I tried it with milk in my breakfast and it tasted amazing, no sugary syrups added, there were dates, seeds and whatnot they tasted amazing, I gave it to my friends and they were like crazy about a muesli could taste like this, must buy if you are looking for a breakfast substitute.",5.0,80,423
697,VINAY DOSHI,  Good one,5.0,2,10
698,omnath,  It's good . Not excellent for sure. You would need to add sugar to make it sweet.Otherwise it's good.Bit expensive though,3.0,21,123
699,Paras Gambhir,"  This is the best Muesli that I have ever tasted. I am loving every bit of its  flavour and the crunchiness very much. Best thing that I liked about the product is that it is not only a healthy breakfast option but has no added artificial flavour or sugar . The right mix of oats, quinoa, brown rice flakes, chia seeds,other combination of healthy seeds and last but not the least has loads of dry fruits which make it a perfect breakfast for managing weight and cholesterol. I would surely recommend this product and it is a complete value for money.",5.0,101,552
700,Sohail Hasan,"  After trying their chocolate cranberry variant, I picked up this fruity and nutty muesli from Yoga Bar and it’s even better! A perfect mix of muesli with dried up fruits, nuts and seeds, it goes well with cold milk. I enjoy it best with a spoonful honey or no sugar at all. The crunch is yum and it fills you up for long too. The fibre keeps my system light and the mix of nuts and seeds delivers consistent energy and protein. I’m happy with this unique start to my day and loving my mornings even more! Pick it up if you’re on diet or just looking for a new breakfast cereal.",5.0,112,579
701,Aditya sonkar,"  This museli is so very tasty, you get the idea as soon as you open the packet, such a sweet smell comes that you become it's fan instantly.Now talking of the nourishment, it has around 10-12 GM's protein and good amounts of carbohydrates and good fats that keep you charge throughout the day, and preparing it is also very easy. Best suited for those who live in hostels or have to rush to work early in the morning and still want a healthy food.I recommend to buy this product.",5.0,89,480
702,Best Product Reviews,  I like this product very much now I can make this at home with oats and all other stuff and just wanted to try this.,4.0,25,118
703,Fateh,"  Antioxidant Rich  Cranberry.82% Whole grains + Nuts + Seeds.Made from 100% Natural Ingredients.Whole grains: Quinoa, Oats and Brown Rice.Rich in Nuts and dried fruits: Almonds, Raisins, Dried Cranberries Rich in Seeds: Pumpkin, Chia and Flax.Truly its an amazing product coz it is healthy more on that its tasty .I strongly recomend it .Thanks to seller and amazon.",5.0,57,367
704,Pooja Devlekar,"  I am taking this in my breakfast along with peanut butter and protein shakeI love it's delicious taste and it is full of natural and healthy ingredients like Fruits, Nuts and museli Seeds, Quinoa, Oats and Brown Rice, Chia and Flax seeds . Being a gym freak it is a perfect Meal Replacement for me as it is high in protein and fibres ,I am fully satisfied with my purchase and  recommend it to all the gym freaks out there also I am thinking to try the other variants tooHope that they are equally delicious in taste.",5.0,97,519
705,Shiv Shankar Ash,"  The product has immense nutritional value and best suited for the people want to loose weight.No cholesterol or added sugar.Fully made of whole grain  and oats.This product makes morning easy with no cook,deliciously crunchy muesli!It is choice to be healthy and this product is best for the same.The flavour is very nice. You can make it regular intake food to have perfect body.This will enhance the strength and gives energy before workout as well.This product is gluten free .Additionally has high protein content and enriched with omega3.Try and get the best results.",5.0,92,574
706,Tanya jaiswal,"  Morning breakfast is now easy with this delicious crunchy muesli. Me being a fruits and nuts lover, loved it and it has all berries which gives awesome taste. All healthy ingredients like oats, brown rice, flakes, pumpkin, chia and flax seeds, this is a combined mixture of all healthy food perfect when you are on balance diet and will recommend to all",5.0,62,355
707,Amazon Customer,  Very health and fantastic flavour,5.0,5,35
708,Anooja George,  Nutritious morning breakfast supplement,5.0,4,41
709,Dr Uday Mehta,"  I actually wanted to purchase cereal bars but landed up buying the museli instead since the packaging in bold displays your label as ""YOGA BAR"". I would suggest that the packaging should boldlydisplay the contents alongwith the label so that the customer doesn't get confused by the label and the actual content as in my case.",4.0,56,328
710,Anthony,  Good product with strawberries flavour and best for the people who are in diet coz it contains good amounts of protein fiber and omega3 but the problem is a little bit pricy😄,4.0,32,176
711,Mrutyunjaya Jena,"  Breakfast cereal is a healthy alternative if your goal is towards a healthy lifestyle and Yoga Bar is an Indian startup which provides healthy snack options at a very attractive price point. This is one of the product which I like otherwise. The assortment of fruits, nuts and seeds along with Museli and oats is a nice touch. The packet is quite presentable and looks interesting. Overall I am satisfied with my purchase and would definitely buy again.",5.0,78,455
712,Customer,  Product is good but not Value of mony,4.0,8,39
713,JANEY,  Very tasty,5.0,2,12
714,BIRBAL KUMAR JAIN,"  Breakfast couldn't be better with this product. The museli is super yummy with lots of nuts and dry fruits. It makes it nice and crunchy .The best part the packing is nice , it comes with a zip lock so the crunch is also retained and museli remains fresh",5.0,49,256
715,Suvangkar g.,  This muesli is perfect for healthy breakfast. It's made up of 92% whole grains and full of Proteins and fibre which is absolutely necessary for healthy body and mind. you will feel energetic whole day long.,5.0,36,208
716,Pooja Devlekar,  Nice,5.0,1,6
717,Shiv Shankar Ash,  Sorry Kellogg's. You've been disappointing with your taste but overcompensating by your marketing. You're out. Get better.,5.0,17,124
718,Aritra Guin,  Good taste for asian foreigner.I feel not masara fraver so tasty.,5.0,11,67
719,Rahul Gupta,  Good for breakfast,5.0,3,20
720,Ajay M.,  The perfect breakfast with a divine flavor of cranberries and nuts.Worth buying the product since it comes in a huge packaging and its sufficient for a person to eat a healthy breakfast and stay healthier.Loved it.It tastes amazing.,5.0,38,234
721,Pragyan P.,  Well packaged and super tasty and heathy. Quantity and taste of the product is too good.,5.0,16,90
722,shruti,  Absolutely yummy and healthy. Not only did i but everyone in my family loved it. Best part is its available in other flavours too. Looks like this is going to be a part of my family breakfast and snack for a long long long time. Must try surely,5.0,48,246
723,anil kumar,"  A Perfect Breakfast Snack and the best quality and perfect cost.A glorious blend of rolled and toasted whole grain flakes with raisins, apricots, cranberries.Rich in Nuts & Dried Fruits. This one perfectly fits like one of my meal options.",5.0,39,241
724,Prof.M.P.Jaiswal,  Nothing to say.... it's really best breakfast you can have... really tasty and healthy everyone will have it without any second thought.,5.0,22,138
725,Namrata,"  This muesli has a lot of anti-oxidants and had a mixture of fruits and seeds.The best part is blueberry,my personal favourite. Cranberries and apricots are a plus.You have rolled oats almonds..so much natural in one meal feels great.",5.0,38,235
726,ViDS,  good healthy snacks,4.0,3,21
727,giby,  Tasty but costly,4.0,3,18
728,Pooja Devlekar,"  All ingredients mentioned on the box like oats, brown rice flakes, raisins, cranberries, apricots. Black currants ,quinoa, pumpkin, chia and flax seeds are added in good quantity.The packaging is also very practical, muesli is stored in zip-lock pouch. Its much better than kelloggs and bagrrys.",5.0,45,297
729,Shiv Shankar Ash,  I use  to take it early after workout.. i observe that it is lyt and healthy...its flavour is amazing..i think all the products of yoga bar is jst amazing. Very  happy  to get this in a cheap rate..thanks,5.0,38,206
730,amar maske,"  Ordered this product few days back For a change! But I'm glad to say that i haven't got disappointed at all. As the name suggests it contains good amount of dry fruits,nuts and seeds and is really delicious. It's tastier, healthy and better than the other brands out in the market. It's available at a very pocket friendly price. The best thing is that this one do not contain corn flakes which i do not like at all and wanted a good replacement for that as well. I'd like to recommend this product to everyone.",5.0,95,513
731,Amazon intellectual customer,  Loving the taste..,4.0,3,20
732,payal,  Tasted good..,4.0,2,15
733,pr@rmgr,"  Folks, I like the good quality of the product and what I dislike is it's a bit pricy. I suggest for the same price, they should offer 500g instead of 400g. That would be true value for money. Else it's fine.",5.0,41,209
734,Jigar,  Very healthy and tasty,5.0,4,24
735,Sweetu,"  I am used to eating Kellogs Muesli on a regular basis. Wanted to try something different. Yogabar muesli has a lot of seeds, nuts and fruit pieces in it. Even though it has so many different things in it, it still tastes good and gives a healthy snack option.",5.0,49,261
736,Anmol raj,  Ok,5.0,1,4
737,Nidhi Verma,  Great taste..,5.0,2,15
738,Ramesh K,  Not very attractive,4.0,3,21
739,Amazon Customer,  Good,5.0,1,6
740,Pooja Devlekar,  Product not up to the mark nor its customer care.,1.0,10,51
741,Shiv Shankar Ash,  Taste not very good but good for your health,4.0,9,46
742,Swathi,  Excellent mix of all seeds and grains,5.0,7,39
743,Suss,  It has lots of dry fruits.Good and healthy. It has sweetness to it so you don't need to use any extra sugar.  But if you want you can accn to ur taste.Its taste more good wen u mix it with cornflakes.,5.0,41,202
744,Ali Husain,  It so good and tasty. Super healthy. A definite buy,5.0,10,53
745,sakshay,"  this is a very good and amazing product who don't have time to cook breakfast, this is fast and easy full of nutrients better in taste full of fibers and protein raw nuts and much more.I recommend it for the best breakfast in a hurry.",5.0,45,236
746,RS,"  Very hard, full of Sugar.",1.0,5,27
747,FORCE INDIA,  I loved it !,5.0,4,14
748,Mritunjay Kumar,  Good taste. healthy product,5.0,4,29
749,Monica,  Good,5.0,1,6
750,Ram,  It's better than Kellogg's musli and other brands. Taste is decent.,5.0,11,69
751,Mithun,  I like it..,5.0,3,13
752,Pooja Devlekar,  Loving the taste and the quantity of seeds and nuts in this. Adding more flavors or variants would be a plus. Overall I am addicted to this cereal.,5.0,28,149
753,Shiv Shankar Ash,  Very scrumptious,5.0,2,18
754,aravind p nair,  Not gud item,1.0,3,14
755,Krishna,  Recommended to buy. Super crunchy flavour... Yyyuuummmm,5.0,7,57
756,Viney Sagar,  Best,4.0,1,6
757,vivek,  Value for money please increas quantity more,5.0,7,46
758,pallavi,  I have tried different Muesli brands. This one so far is the best one and more close to original Swiss Muesli. Too bad that it is not available in my local supermarket. I have to order this every time through Amazon only.,5.0,42,223
759,UTKARSH SHARMA,  I found this for 200/- in the local general store.The Chocolate flavour is good too.,5.0,15,86
760,Sayon Overseas,  Good. Can buy once,4.0,4,20
761,Amazon Customer,  Good,4.0,1,6
762,anvi,  I love it,5.0,3,11
763,Amazon Customer,  Good,5.0,1,6
764,Pooja Devlekar,"  The Muesli had very little nuts and a lot of seeds. Some of the raisins still had their stems/twigs attached to the fruit, suggesting they were not cleaned before mixing. Didn't enjoy the product as much as I had thought I will. Big disappointment.",2.0,44,250
765,Shiv Shankar Ash,  Healthy food and I will buy it again.,5.0,8,39
766,dilip,  Amazing product ...i was using healthkart cereal but in regular it become worse in test but this is amazing test ...just go for it...i have brought many brands but found those cheater who put false rating ...but now found good one ..and I'm not writing bcz i have been paid... I'm writing bcz no one's money should be wested,5.0,59,326
767,kanhaiya,"  It got my 12 year old to eat muesli for breakfast, which is a good thing!",4.0,16,75
768,Sneha,"  Excellent product way ahead then baggry & Kellogg’s, less sugar good packaging in ziplock pouch..",5.0,15,99
769,Prachi Jain,  Taste is like strawberry cream biscuit/waffers..not for those who are planning to reduce weight..Please choose kellog's Muesli fruit instead..it has better taste..if you are on strict diet then please choose Baggry's muesli which is plain and not sweet at all..Tried Yogabar once and going back to Kellog's..,3.0,47,310
770,JLG,"  Tastes good and healthy too.. a good replacement for breakfast esp. If work timings are tight for cooking a elaborate breakfast... i have it with honey, milk and dates syrup... love the combo",5.0,33,193
771,Jay,  Bought this as it is one of the very few muesli with seeds. I'd have preferred a more crunchy texture but it isn't so bad. Ingredients used seem to be of good quality especially the raisins but are a bit too large for my liking. The packaging is really good. The muesli is in a resealable pouch with one transparent side which helps check the level of cereal remaining,4.0,69,370
772,Shaurya mishra,  Very less protien. 50 gm =  6 gm protien..  Bulshit.  Atleast 20 gm protien should be there... Protien is most important nutrient.,2.0,22,132
773,Amazon Customer,  Its a nice balanced breakfast. Just add milk. And you are ready to eat. Nice crunch of seeds and sweetness of fruits. You dont need to add any sugar at all. Starts my day well.,5.0,35,178
774,Kiran,  Taste damn bad nd others r much better i think taste wise.,3.0,12,60
